,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
12884,Las Vegas,2021-02-07 ,Conventional,0.862662664,507121,72890,43754,2328,141837,246311
12885,Los Angeles,2021-02-07 ,Conventional,0.902651654,4461087,797000,64272,245148,1113245,2241421
12886,Louisville,2021-02-07 ,Conventional,0.794024552,157241,24057,24911,62,36516,71695
12887,Miami/Ft. Lauderdale,2021-02-07 ,Conventional,0.854019374,1315717,705986,55962,76,304465,249228
12888,Nashville,2021-02-07 ,Conventional,0.847322657,358969,121113,22332,196,88073,127256
12889,Northern New England,2021-02-07 ,Conventional,0.879488582,737616,15970,569086,111,76274,76175
12890,New Orleans/Mobile,2021-02-07 ,Conventional,0.65080802,448331,183438,31567,68,167786,65472
12891,New York,2021-02-07 ,Conventional,1.038053075,2597824,76331,1597486,783,829331,93893
12892,Orlando,2021-02-07 ,Conventional,0.808193759,800268,339370,23872,25,246889,190112
12893,Peoria/Springfield,2021-02-07 ,Conventional,0.730537471,182450,55896,41549,492,39798,44714
12894,Philadelphia,2021-02-07 ,Conventional,0.986658578,768212,134929,292329,331,273345,67279
12895,Phoenix/Tucson,2021-02-07 ,Conventional,0.651027118,1746285,432626,261364,6248,198499,847548
12896,Pittsburgh,2021-02-07 ,Conventional,0.934898509,165811,47327,14713,39,44244,59488
12897,Portland,2021-02-07 ,Conventional,0.915888955,879086,124627,93189,5468,97253,558549
12898,Providence,2021-02-07 ,Conventional,1.351721529,108400,3480,62796,20,19901,22203
12899,Raleigh/Greensboro,2021-02-07 ,Conventional,0.823331997,649631,293474,92199,4043,236922,22994
12900,Richmond/Norfolk,2021-02-07 ,Conventional,0.828370492,427446,141949,81379,839,108548,94731
12901,Roanoke,2021-02-07 ,Conventional,0.825245634,245512,87286,34376,59,51692,72099
12902,Sacramento,2021-02-07 ,Conventional,1.034439507,728024,163384,256718,5354,126972,175596
12903,San Diego,2021-02-07 ,Conventional,0.968731854,791508,123875,32639,26536,260761,347697
12904,San Francisco,2021-02-07 ,Conventional,0.997302078,1259139,211841,251190,8386,187369,600353
12905,Seattle,2021-02-07 ,Conventional,1.108488712,711265,79598,90715,289,73496,467168
12906,South Carolina,2021-02-07 ,Conventional,0.866387015,668187,284364,64062,1262,197565,120934
12907,Spokane,2021-02-07 ,Conventional,0.940498096,103589,18900,15242,71,14982,54394
12908,St. Louis,2021-02-07 ,Conventional,0.763130423,323959,155850,12661,69,81609,73771
12909,Syracuse,2021-02-07 ,Conventional,1.040466615,125107,14734,64194,474,42528,3178
12910,Tampa,2021-02-07 ,Conventional,0.785322996,879114,344647,32260,12,241852,260343
12911,Toledo,2021-02-07 ,Conventional,0.753589119,176115,31478,37306,18060,27032,62239
12912,West Tex/New Mexico,2021-02-07 ,Conventional,0.636767968,1293155,425223,220736,20915,370817,255463
12913,Wichita,2021-02-07 ,Conventional,0.724636279,143400,30408,9059,11,45011,58911
12914,California,2021-02-07 ,Conventional,0.950597576,9086737,1741610,920003,319663,2105504,3999957
12915,Great Lakes,2021-02-07 ,Conventional,0.795778642,5534257,1027740,1232393,455599,883543,1934982
12916,Midsouth,2021-02-07 ,Conventional,0.887153714,5237337,1835317,895867,15468,1645867,844817
12917,Northeast,2021-02-07 ,Conventional,1.037253876,7307711,583922,4157194,6891,2012992,546712
12918,Plains,2021-02-07 ,Conventional,0.834592352,2819025,830626,860114,1662,764404,362219
12919,South Central,2021-02-07 ,Conventional,0.649054034,7989053,3237871,986578,199338,2033256,1532010
12920,Southeast,2021-02-07 ,Conventional,0.815569313,7322009,3250382,349526,2131,1929606,1790365
12921,West,2021-02-07 ,Conventional,0.833757547,9251989,1948484,1153935,32518,1624022,4493030
12922,Total U.S.,2021-02-07 ,Conventional,0.852306828,54548117,14455952,10555610,1033271,12999193,15504092
12923,Albany,2021-02-07 ,Organic,1.422249845,3662,55,509,0,2963,135
12924,Atlanta,2021-02-07 ,Organic,1.556841224,33207,61,2819,0,12638,17690
12925,Baltimore/Washington,2021-02-07 ,Organic,1.261594229,82077,556,3696,10,74609,3206
12926,Birmingham/Montgomery,2021-02-07 ,Organic,1.119801903,12015,87,245,0,10767,915
12927,Boise,2021-02-07 ,Organic,1.313120002,8966,14,1033,0,1483,6437
12928,Boston,2021-02-07 ,Organic,1.631782811,47702,231,2279,0,43883,1308
12929,Buffalo/Rochester,2021-02-07 ,Organic,1.528490028,18962,1043,128,4,17787,0
12930,Charlotte,2021-02-07 ,Organic,1.372368077,18518,81,2994,36,7497,7911
12931,Chicago,2021-02-07 ,Organic,1.249928393,118455,1426,16354,0,23550,77126
12932,Cincinnati/Dayton,2021-02-07 ,Organic,1.553558637,17291,405,2524,0,3461,10900
12933,Columbus,2021-02-07 ,Organic,1.549503482,10800,739,1039,0,3425,5598
12934,Dallas/Ft. Worth,2021-02-07 ,Organic,1.387204427,48757,3079,721,269,30900,13788
12935,Denver,2021-02-07 ,Organic,1.273182964,46952,4907,1012,0,11120,29913
12936,Detroit,2021-02-07 ,Organic,1.199209814,24774,376,2399,0,13437,8562
12937,Grand Rapids,2021-02-07 ,Organic,1.16471484,7440,21,949,0,6470,0
12938,Harrisburg/Scranton,2021-02-07 ,Organic,1.218078437,22438,343,521,0,21554,20
12939,Hartford/Springfield,2021-02-07 ,Organic,1.689144326,26355,434,6898,0,18919,104
12940,Houston,2021-02-07 ,Organic,1.473176531,13331,3788,106,0,3045,6392
12941,Indianapolis,2021-02-07 ,Organic,1.445155412,9490,92,841,0,4435,4122
12942,Jacksonville,2021-02-07 ,Organic,1.072719145,10450,40,220,0,10077,113
12943,Las Vegas,2021-02-07 ,Organic,1.491859523,15658,621,344,0,6931,7762
12944,Los Angeles,2021-02-07 ,Organic,1.721222324,145141,6301,2559,7,53564,82710
12945,Louisville,2021-02-07 ,Organic,1.717918995,6171,3,756,0,1521,3892
12946,Miami/Ft. Lauderdale,2021-02-07 ,Organic,1.024367808,57686,483,8,0,43122,14073
12947,Nashville,2021-02-07 ,Organic,1.541529951,16901,22,1541,0,6953,8386
12948,Northern New England,2021-02-07 ,Organic,1.552478142,19336,61,624,0,16842,1808
12949,New Orleans/Mobile,2021-02-07 ,Organic,0.923299067,15567,61,34,0,15047,425
12950,New York,2021-02-07 ,Organic,1.541579109,142109,10532,7519,727,116790,6539
12951,Orlando,2021-02-07 ,Organic,1.03251547,27442,97,0,0,27144,201
12952,Peoria/Springfield,2021-02-07 ,Organic,1.410206407,4523,13,455,0,2945,1109
12953,Philadelphia,2021-02-07 ,Organic,1.534383359,32901,1709,2421,0,24870,3901
12954,Phoenix/Tucson,2021-02-07 ,Organic,1.28998006,32744,2851,1290,0,16385,12218
12955,Pittsburgh,2021-02-07 ,Organic,1.325674542,12898,2447,3,0,9696,753
12956,Portland,2021-02-07 ,Organic,1.667583798,49676,609,9729,0,5182,34156
12957,Providence,2021-02-07 ,Organic,1.605844031,7163,12,26,0,7120,5
12958,Raleigh/Greensboro,2021-02-07 ,Organic,1.354654546,25569,543,3484,42,8810,12691
12959,Richmond/Norfolk,2021-02-07 ,Organic,0.957654601,35732,12,1560,1,26830,7328
12960,Roanoke,2021-02-07 ,Organic,1.082115988,15128,15,1278,0,9643,4191
12961,Sacramento,2021-02-07 ,Organic,1.698444305,23414,2946,3435,4,13707,3322
12962,San Diego,2021-02-07 ,Organic,1.755569418,36615,952,1081,0,18299,16283
12963,San Francisco,2021-02-07 ,Organic,1.602842494,91409,2525,7419,1,59404,22059
12964,Seattle,2021-02-07 ,Organic,1.32910629,121752,1122,16776,10,14785,89058
12965,South Carolina,2021-02-07 ,Organic,1.391877125,23556,603,2264,36,11933,8720
12966,Spokane,2021-02-07 ,Organic,1.9119158,4211,147,769,0,831,2463
12967,St. Louis,2021-02-07 ,Organic,1.781503862,6541,677,846,0,3665,1354
12968,Syracuse,2021-02-07 ,Organic,1.524467529,4646,209,174,0,4209,55
12969,Tampa,2021-02-07 ,Organic,0.832369607,29800,94,0,0,29508,198
12970,Toledo,2021-02-07 ,Organic,1.351319768,4892,44,588,0,2243,2018
12971,West Tex/New Mexico,2021-02-07 ,Organic,1.102399285,33643,1308,825,2186,22657,6667
12972,Wichita,2021-02-07 ,Organic,1.388579918,3154,373,27,0,1002,1751
12973,California,2021-02-07 ,Organic,1.65956891,368847,17161,22867,15,186223,142581
12974,Great Lakes,2021-02-07 ,Organic,1.31632422,252032,7024,30480,0,90496,124033
12975,Midsouth,2021-02-07 ,Organic,1.266544248,282898,2116,23388,125,179076,78194
12976,Northeast,2021-02-07 ,Organic,1.524879266,368276,18912,23452,742,310006,15164
12977,Plains,2021-02-07 ,Organic,1.37517328,47808,7155,2570,10,31727,6346
12978,South Central,2021-02-07 ,Organic,1.278772416,151242,9415,4796,1935,106102,28994
12979,Southeast,2021-02-07 ,Organic,1.125222378,255799,1749,7941,40,193764,52305
12980,West,2021-02-07 ,Organic,1.379568925,410220,17509,40665,1172,103179,247695
12981,Total U.S.,2021-02-07 ,Organic,1.392839501,2137123,81041,156159,4039,1200573,695312
12982,Albany,2021-02-14 ,Conventional,1.000152671,139715,7671,101641,23,23682,6697
12983,Atlanta,2021-02-14 ,Conventional,0.852288804,817559,282034,40889,31,210417,284188
12984,Baltimore/Washington,2021-02-14 ,Conventional,1.055956359,1143015,267136,322343,3407,427861,122270
12985,Birmingham/Montgomery,2021-02-14 ,Conventional,0.825203401,362650,170662,10474,16,107695,73804
12986,Boise,2021-02-14 ,Conventional,1.007765235,121059,37422,8481,960,29790,44406
12987,Boston,2021-02-14 ,Conventional,1.134011809,866569,19193,437385,119,162564,247309
12988,Buffalo/Rochester,2021-02-14 ,Conventional,1.051676861,199208,20076,58133,2331,113043,5626
12989,Charlotte,2021-02-14 ,Conventional,1.019742177,343535,151628,39269,3733,128815,20091
12990,Chicago,2021-02-14 ,Conventional,1.090902085,836351,124391,133116,31123,226293,321429
12991,Cincinnati/Dayton,2021-02-14 ,Conventional,0.904334753,312137,59653,58840,426,36772,156446
12992,Columbus,2021-02-14 ,Conventional,0.880945502,252475,47171,44797,174,47298,113035
12993,Dallas/Ft. Worth,2021-02-14 ,Conventional,0.719504559,1892480,691165,230903,14193,500530,455690
12994,Denver,2021-02-14 ,Conventional,0.900337665,1104973,225020,120882,2585,281290,475196
12995,Detroit,2021-02-14 ,Conventional,0.922447896,444983,80712,71947,50518,84814,156993
12996,Grand Rapids,2021-02-14 ,Conventional,1.158570527,175842,15774,60987,56796,24808,17477
12997,Harrisburg/Scranton,2021-02-14 ,Conventional,0.979746465,457197,185268,121087,114,136908,13821
12998,Hartford/Springfield,2021-02-14 ,Conventional,1.234606414,412767,10861,296459,244,94331,10872
12999,Houston,2021-02-14 ,Conventional,0.664240108,1407364,539814,262400,4013,244557,356580
13000,Indianapolis,2021-02-14 ,Conventional,0.825333143,252513,51226,63755,364,56180,80987
13001,Jacksonville,2021-02-14 ,Conventional,0.86902961,257992,125499,9156,68,75056,48214
13002,Las Vegas,2021-02-14 ,Conventional,0.858239946,450242,72638,37594,981,142705,196324
13003,Los Angeles,2021-02-14 ,Conventional,1.119214142,3033911,493673,49298,235480,708614,1546847
13004,Louisville,2021-02-14 ,Conventional,0.895513142,146490,22445,21143,43,35998,66862
13005,Miami/Ft. Lauderdale,2021-02-14 ,Conventional,0.863099396,1129734,532434,42183,148,287241,267727
13006,Nashville,2021-02-14 ,Conventional,0.8715515,324391,100785,21819,13,86868,114907
13007,Northern New England,2021-02-14 ,Conventional,0.994154605,609573,13703,393802,97,76546,125425
13008,New Orleans/Mobile,2021-02-14 ,Conventional,0.744099038,344181,150441,18111,46,124027,51556
13009,New York,2021-02-14 ,Conventional,1.044933415,2412845,66211,1413678,1172,834502,97282
13010,Orlando,2021-02-14 ,Conventional,0.838329803,662694,274227,14216,78,216058,158115
13011,Peoria/Springfield,2021-02-14 ,Conventional,0.795859088,134556,39393,26888,119,36333,31823
13012,Philadelphia,2021-02-14 ,Conventional,0.932363531,801083,155003,260544,186,319309,66042
13013,Phoenix/Tucson,2021-02-14 ,Conventional,0.699865413,1451407,308908,250988,4529,187610,699372
13014,Pittsburgh,2021-02-14 ,Conventional,1.128196541,120453,30340,12283,9,44587,33233
13015,Portland,2021-02-14 ,Conventional,1.063150859,713066,108463,88926,4871,90119,420687
13016,Providence,2021-02-14 ,Conventional,1.227722688,129354,3585,69837,44,17452,38437
13017,Raleigh/Greensboro,2021-02-14 ,Conventional,1.02059971,442105,197454,60157,4110,156508,23876
13018,Richmond/Norfolk,2021-02-14 ,Conventional,0.988117718,326920,83512,77307,807,78296,86998
13019,Roanoke,2021-02-14 ,Conventional,0.951739659,197394,56319,31568,58,47291,62158
13020,Sacramento,2021-02-14 ,Conventional,1.060205575,517252,146816,184478,4040,104195,77723
13021,San Diego,2021-02-14 ,Conventional,1.17501001,522953,88068,25110,23396,107456,278922
13022,San Francisco,2021-02-14 ,Conventional,1.416765862,710939,178557,147846,7565,157903,219068
13023,Seattle,2021-02-14 ,Conventional,1.238677013,601872,80130,77085,245,76069,368342
13024,South Carolina,2021-02-14 ,Conventional,0.932127181,530380,235365,42306,1370,158087,93252
13025,Spokane,2021-02-14 ,Conventional,1.012136153,84566,19327,11111,79,14617,39432
13026,St. Louis,2021-02-14 ,Conventional,0.764274506,234885,106396,11031,33,66422,51003
13027,Syracuse,2021-02-14 ,Conventional,1.053670602,94399,9492,43166,386,36856,4499
13028,Tampa,2021-02-14 ,Conventional,0.805696505,664530,277930,18871,12,199242,168474
13029,Toledo,2021-02-14 ,Conventional,0.818767058,139632,24472,29698,8262,28522,48677
13030,West Tex/New Mexico,2021-02-14 ,Conventional,0.694150716,1126324,422908,116537,8688,352572,225619
13031,Wichita,2021-02-14 ,Conventional,0.749128823,126346,28609,7690,1,37506,52540
13032,California,2021-02-14 ,Conventional,1.159434749,6076395,1283673,637960,301669,1347203,2505890
13033,Great Lakes,2021-02-14 ,Conventional,0.93675792,3994364,738209,842232,232515,859791,1321618
13034,Midsouth,2021-02-14 ,Conventional,0.972658917,4348166,1366140,781239,14627,1369774,816387
13035,Northeast,2021-02-14 ,Conventional,1.049859829,6768885,560768,3500894,6809,2009675,690739
13036,Plains,2021-02-14 ,Conventional,0.89147778,2151095,691440,483653,1258,669974,304771
13037,South Central,2021-02-14 ,Conventional,0.692704241,7275889,3009069,884261,113171,1864071,1405318
13038,Southeast,2021-02-14 ,Conventional,0.843990717,5978498,2574810,243251,2250,1690664,1467523
13039,West,2021-02-14 ,Conventional,0.883461075,7721531,1738534,983304,22893,1550775,3426026
13040,Total U.S.,2021-02-14 ,Conventional,0.924019483,44314825,11962641,8356794,695190,11361928,11938272
13041,Albany,2021-02-14 ,Organic,1.388618059,3224,49,293,0,2748,135
13042,Atlanta,2021-02-14 ,Organic,1.53967861,32147,69,2558,0,12753,16768
13043,Baltimore/Washington,2021-02-14 ,Organic,1.241698092,83088,437,3756,0,75360,3535
13044,Birmingham/Montgomery,2021-02-14 ,Organic,1.175071437,12266,127,207,0,11317,615
13045,Boise,2021-02-14 ,Organic,1.659521426,6327,14,712,0,1558,4043
13046,Boston,2021-02-14 ,Organic,1.75387886,38572,115,2045,0,35050,1363
13047,Buffalo/Rochester,2021-02-14 ,Organic,1.558131639,14368,814,89,9,13456,0
13048,Charlotte,2021-02-14 ,Organic,1.44534511,20461,57,3640,41,7718,9005
13049,Chicago,2021-02-14 ,Organic,1.251839875,86136,848,15081,0,21277,48930
13050,Cincinnati/Dayton,2021-02-14 ,Organic,1.632632556,18539,517,2717,0,3127,12178
13051,Columbus,2021-02-14 ,Organic,1.553707737,10887,694,929,0,3859,5405
13052,Dallas/Ft. Worth,2021-02-14 ,Organic,1.382659849,75772,4024,1847,467,30910,38523
13053,Denver,2021-02-14 ,Organic,1.368803906,41166,4068,743,0,11401,24955
13054,Detroit,2021-02-14 ,Organic,1.229751102,22061,207,2133,0,12727,6995
13055,Grand Rapids,2021-02-14 ,Organic,1.138758715,7599,25,749,0,6824,0
13056,Harrisburg/Scranton,2021-02-14 ,Organic,1.204440683,22652,873,602,0,21174,3
13057,Hartford/Springfield,2021-02-14 ,Organic,1.895024446,19413,294,7315,0,11774,30
13058,Houston,2021-02-14 ,Organic,1.476283393,19542,4554,358,0,3392,11238
13059,Indianapolis,2021-02-14 ,Organic,1.46114397,10036,186,921,0,4799,4130
13060,Jacksonville,2021-02-14 ,Organic,1.189153788,9107,56,219,0,8712,120
13061,Las Vegas,2021-02-14 ,Organic,1.485648724,16379,615,291,0,7150,8323
13062,Los Angeles,2021-02-14 ,Organic,1.753465566,133419,5667,3257,11,50475,74009
13063,Louisville,2021-02-14 ,Organic,1.708693724,5615,4,630,0,1411,3569
13064,Miami/Ft. Lauderdale,2021-02-14 ,Organic,1.106825968,43812,387,1,0,41646,1779
13065,Nashville,2021-02-14 ,Organic,1.52666721,15103,41,1258,0,6607,7197
13066,Northern New England,2021-02-14 ,Organic,1.64130727,18738,67,563,0,16305,1803
13067,New Orleans/Mobile,2021-02-14 ,Organic,1.032564003,15148,64,205,0,13201,1678
13068,New York,2021-02-14 ,Organic,1.511603311,126394,9470,7491,609,101634,7190
13069,Orlando,2021-02-14 ,Organic,1.107561043,27374,84,0,0,27035,255
13070,Peoria/Springfield,2021-02-14 ,Organic,1.413954207,3772,40,304,0,2567,861
13071,Philadelphia,2021-02-14 ,Organic,1.558754627,28687,1706,3192,0,20575,3214
13072,Phoenix/Tucson,2021-02-14 ,Organic,1.299930597,29171,3774,2095,0,15183,8118
13073,Pittsburgh,2021-02-14 ,Organic,1.308299644,12093,1916,4,0,9326,847
13074,Portland,2021-02-14 ,Organic,1.666659313,45883,423,9281,0,5031,31147
13075,Providence,2021-02-14 ,Organic,1.703133757,5623,4,15,0,5599,5
13076,Raleigh/Greensboro,2021-02-14 ,Organic,1.417889456,25225,737,3493,62,10083,10850
13077,Richmond/Norfolk,2021-02-14 ,Organic,0.999068964,32463,3,1533,14,22278,8634
13078,Roanoke,2021-02-14 ,Organic,1.119636698,13700,21,1128,0,8732,3820
13079,Sacramento,2021-02-14 ,Organic,1.604020763,25867,3847,3370,5,14950,3696
13080,San Diego,2021-02-14 ,Organic,1.765682229,34020,881,1454,0,16688,14997
13081,San Francisco,2021-02-14 ,Organic,1.800548934,81349,3092,6320,0,51967,19970
13082,Seattle,2021-02-14 ,Organic,1.3985274,100677,1063,13912,83,13009,72610
13083,South Carolina,2021-02-14 ,Organic,1.433473513,24259,799,2529,86,11912,8933
13084,Spokane,2021-02-14 ,Organic,1.874094947,4588,95,770,0,904,2818
13085,St. Louis,2021-02-14 ,Organic,1.662255042,5859,591,627,0,3700,941
13086,Syracuse,2021-02-14 ,Organic,1.511559361,4260,221,83,0,3904,53
13087,Tampa,2021-02-14 ,Organic,0.951236175,24136,115,0,0,23805,215
13088,Toledo,2021-02-14 ,Organic,1.397026359,4564,64,480,0,2110,1911
13089,West Tex/New Mexico,2021-02-14 ,Organic,1.143011133,31643,1584,707,2759,21562,5032
13090,Wichita,2021-02-14 ,Organic,1.366841843,3092,346,9,0,865,1872
13091,California,2021-02-14 ,Organic,1.742132918,341639,19141,22077,17,168739,131664
13092,Great Lakes,2021-02-14 ,Organic,1.344604612,214777,5606,30277,0,87376,91518
13093,Midsouth,2021-02-14 ,Organic,1.291691662,272105,2180,23620,146,172777,73381
13094,Northeast,2021-02-14 ,Organic,1.544027958,321258,17292,24146,626,264218,14976
13095,Plains,2021-02-14 ,Organic,1.362677616,45383,6654,1802,17,31242,5669
13096,South Central,2021-02-14 ,Organic,1.315687247,203052,13287,11539,2440,109171,66615
13097,Southeast,2021-02-14 ,Organic,1.213010679,226683,2234,7574,98,180877,35900
13098,West,2021-02-14 ,Organic,1.44844748,359424,18247,37174,1627,99205,203171
13099,Total U.S.,2021-02-14 ,Organic,1.439307798,1984321,84641,158208,4972,1113606,622895
13100,Albany,2021-02-21 ,Conventional,1.037516059,143015,7130,104139,37,25242,6467
13101,Atlanta,2021-02-21 ,Conventional,0.901508884,805380,338699,31721,91,185149,249721
13102,Baltimore/Washington,2021-02-21 ,Conventional,1.158572299,977854,235373,298041,3981,342282,98177
13103,Birmingham/Montgomery,2021-02-21 ,Conventional,0.845782756,379252,192595,9902,11,100138,76606
13104,Boise,2021-02-21 ,Conventional,0.890611887,139094,37209,8797,918,28433,63737
13105,Boston,2021-02-21 ,Conventional,1.276831906,686503,17195,385265,188,160943,122913
13106,Buffalo/Rochester,2021-02-21 ,Conventional,1.085491682,190634,18468,58249,2413,105122,6383
13107,Charlotte,2021-02-21 ,Conventional,1.058257436,364658,167658,47772,4142,124219,20867
13108,Chicago,2021-02-21 ,Conventional,1.2802649,804064,109472,110892,31390,250516,301794
13109,Cincinnati/Dayton,2021-02-21 ,Conventional,0.92267223,296684,49249,58078,378,38579,150401
13110,Columbus,2021-02-21 ,Conventional,0.901862676,266584,46429,44096,159,51898,124003
13111,Dallas/Ft. Worth,2021-02-21 ,Conventional,0.731183579,1203027,402288,143695,5569,379718,271758
13112,Denver,2021-02-21 ,Conventional,0.944208782,1052693,182398,147159,2806,247773,472557
13113,Detroit,2021-02-21 ,Conventional,0.961077186,494250,75630,77993,33967,114679,191981
13114,Grand Rapids,2021-02-21 ,Conventional,1.296118807,175923,15284,60225,38986,46802,14625
13115,Harrisburg/Scranton,2021-02-21 ,Conventional,0.984858266,410501,157578,111709,87,127871,13256
13116,Hartford/Springfield,2021-02-21 ,Conventional,1.279339368,375439,9639,269000,218,86639,9944
13117,Houston,2021-02-21 ,Conventional,0.698860698,932897,418609,165425,2776,136522,209564
13118,Indianapolis,2021-02-21 ,Conventional,0.864951412,270433,48358,66162,497,59604,95811
13119,Jacksonville,2021-02-21 ,Conventional,0.870795618,271531,119518,10294,117,69079,72522
13120,Las Vegas,2021-02-21 ,Conventional,0.954459291,384366,67287,35595,103,131784,149596
13121,Los Angeles,2021-02-21 ,Conventional,1.097651017,3040246,532617,69684,93639,707128,1637178
13122,Louisville,2021-02-21 ,Conventional,0.979844577,116607,20654,12668,28,34970,48286
13123,Miami/Ft. Lauderdale,2021-02-21 ,Conventional,0.87009266,1210862,609561,47276,160,293936,259930
13124,Nashville,2021-02-21 ,Conventional,0.927901,307746,114336,17350,230,73294,102536
13125,Northern New England,2021-02-21 ,Conventional,1.070293388,514781,13044,348374,100,84276,68988
13126,New Orleans/Mobile,2021-02-21 ,Conventional,0.732941363,339076,142304,23904,198,118350,54320
13127,New York,2021-02-21 ,Conventional,1.101173828,2062292,59619,1182254,1721,734113,84586
13128,Orlando,2021-02-21 ,Conventional,0.848501057,677707,298453,16503,71,217675,145005
13129,Peoria/Springfield,2021-02-21 ,Conventional,0.854572897,127970,35036,24932,176,34803,33023
13130,Philadelphia,2021-02-21 ,Conventional,1.016645052,655501,135780,236608,236,223373,59504
13131,Phoenix/Tucson,2021-02-21 ,Conventional,0.789834332,1328094,438087,167394,4710,174394,543510
13132,Pittsburgh,2021-02-21 ,Conventional,1.116066098,117273,27822,13270,10,43776,32396
13133,Portland,2021-02-21 ,Conventional,1.084497022,703798,102732,88090,5283,88158,419534
13134,Providence,2021-02-21 ,Conventional,1.376857141,98146,3116,59285,36,16829,18881
13135,Raleigh/Greensboro,2021-02-21 ,Conventional,1.055400415,452623,198908,70545,4086,156070,23014
13136,Richmond/Norfolk,2021-02-21 ,Conventional,1.041697117,313876,93356,72623,862,73846,73188
13137,Roanoke,2021-02-21 ,Conventional,0.978072252,188113,59783,26319,54,46946,55011
13138,Sacramento,2021-02-21 ,Conventional,1.378232619,457985,131758,138287,2234,101056,84651
13139,San Diego,2021-02-21 ,Conventional,1.055902347,549691,87907,34210,10654,103978,312940
13140,San Francisco,2021-02-21 ,Conventional,1.531611409,761861,166239,172766,5246,152464,265145
13141,Seattle,2021-02-21 ,Conventional,1.218461708,631628,81656,73275,248,71528,404921
13142,South Carolina,2021-02-21 ,Conventional,0.963266753,546147,247064,44942,1418,156777,95946
13143,Spokane,2021-02-21 ,Conventional,0.994485835,90817,19940,11277,9,14038,45552
13144,St. Louis,2021-02-21 ,Conventional,0.902028015,201162,90061,10348,36,59154,41563
13145,Syracuse,2021-02-21 ,Conventional,1.07057076,98089,8350,45050,518,39124,5047
13146,Tampa,2021-02-21 ,Conventional,0.831202812,714035,313064,20672,17,184419,195862
13147,Toledo,2021-02-21 ,Conventional,0.859194122,150914,24367,31537,5267,32991,56752
13148,West Tex/New Mexico,2021-02-21 ,Conventional,0.666567739,986282,334972,75919,7200,386154,182037
13149,Wichita,2021-02-21 ,Conventional,0.736877177,98302,22656,3923,2,34389,37332
13150,California,2021-02-21 ,Conventional,1.192972621,6119428,1285957,658958,126505,1314011,2733998
13151,Great Lakes,2021-02-21 ,Conventional,1.013468202,4056889,674617,823872,169890,984642,1403868
13152,Midsouth,2021-02-21 ,Conventional,1.031891239,3996438,1358173,734175,16119,1207290,680681
13153,Northeast,2021-02-21 ,Conventional,1.113391082,5834727,492955,3080245,7557,1791791,462179
13154,Plains,2021-02-21 ,Conventional,0.894770416,2038537,653939,521844,1368,607305,254081
13155,South Central,2021-02-21 ,Conventional,0.697496005,4874564,2123648,597620,54634,1270675,827987
13156,Southeast,2021-02-21 ,Conventional,0.864715793,6130683,2817141,235324,2440,1614761,1461017
13157,West,2021-02-21 ,Conventional,0.926684584,7377563,1758036,871405,22400,1491958,3233764
13158,Total U.S.,2021-02-21 ,Conventional,0.974404779,40428829,11164466,7523442,400913,10282433,11057576
13159,Albany,2021-02-21 ,Organic,1.410657075,3477,35,389,0,2917,135
13160,Atlanta,2021-02-21 ,Organic,1.635792686,30984,89,2468,0,12355,16072
13161,Baltimore/Washington,2021-02-21 ,Organic,1.265563015,84236,476,3336,7,77243,3174
13162,Birmingham/Montgomery,2021-02-21 ,Organic,1.20529408,11914,96,172,0,10916,729
13163,Boise,2021-02-21 ,Organic,1.612721751,6567,17,694,0,1866,3990
13164,Boston,2021-02-21 ,Organic,1.677214148,40626,159,2129,0,36985,1354
13165,Buffalo/Rochester,2021-02-21 ,Organic,1.570483624,17194,869,142,10,16173,0
13166,Charlotte,2021-02-21 ,Organic,1.46708225,19431,83,3379,49,9755,6164
13167,Chicago,2021-02-21 ,Organic,1.554563814,54955,536,9890,0,21826,22703
13168,Cincinnati/Dayton,2021-02-21 ,Organic,1.569304735,15683,442,2103,0,3117,10021
13169,Columbus,2021-02-21 ,Organic,1.550197289,10621,837,1025,0,3697,5061
13170,Dallas/Ft. Worth,2021-02-21 ,Organic,1.422583714,50128,3030,2029,6079,15257,23732
13171,Denver,2021-02-21 ,Organic,1.276841131,42002,4825,949,0,11594,24634
13172,Detroit,2021-02-21 ,Organic,1.131791855,24692,261,2008,0,15587,6835
13173,Grand Rapids,2021-02-21 ,Organic,0.990972781,8363,29,641,0,7693,0
13174,Harrisburg/Scranton,2021-02-21 ,Organic,1.202976754,20147,343,517,0,19287,0
13175,Hartford/Springfield,2021-02-21 ,Organic,1.727111291,23330,451,8210,1,14656,10
13176,Houston,2021-02-21 ,Organic,1.635190791,13221,3710,134,0,2046,7331
13177,Indianapolis,2021-02-21 ,Organic,1.345721341,9684,163,811,0,5392,3317
13178,Jacksonville,2021-02-21 ,Organic,1.147330402,10958,42,200,0,10577,139
13179,Las Vegas,2021-02-21 ,Organic,1.507586396,16930,784,288,0,7546,8312
13180,Los Angeles,2021-02-21 ,Organic,1.503612847,145775,5342,3847,3,52068,84515
13181,Louisville,2021-02-21 ,Organic,1.830956776,5095,21,538,0,1493,3043
13182,Miami/Ft. Lauderdale,2021-02-21 ,Organic,1.086215671,45785,138,0,0,44090,1558
13183,Nashville,2021-02-21 ,Organic,1.612201966,12868,32,1239,0,5483,6113
